"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"pocked","6","#","11","#","#","#","#","p""Akt","1","#","#","#"
"pocks","5","0.020","12","#","#","#","#","p""Aks","1","#","#","#"
"POGUE","5","#","2","#","#","#","#","p""og","1","#","#","#"
"POHL","4","#","3","#","#","#","#","p""ol","1","#","#","#"
"POHL'S","6","#","1","#","#","#","#","p""olz","1","#","#","#"
"poled","5","#","10","#","#","#","#","p""old","1","#","#","#"
"POLK'S","6","#","1","#","#","#","#","p""oks","1","#","#","#"
"pom","3","0.820","12","#","#","#","#","p""Am","1","#","#","#"
"poms","4","0.040","8","#","#","#","#","p""Amz","1","#","#","#"
"ponce","5","0.490","3","#","#","#","#","p""Ans","1","#","#","#"
"pone","4","0.100","22","#","#","#","#","""pon","1","#","#","#"
"ponged","6","#","3","#","#","#","#","p""ANd","1","#","#","#"
"pongs","5","0.020","8","#","#","#","#","p""ANz","1","#","#","#"
"PONS","4","0.080","18","#","#","#","#","""pAnz","1","#","#","#"
"PONT","4","0.180","15","#","#","#","#","p""Ant","1","#","#","#"
"PONT'S","6","#","2","#","#","#","#","p""Ants","1","#","#","#"
"poofs","5","0.160","8","#","#","#","#","p""Ufs","1","#","#","#"
"pooped","6","1.250","5","#","#","#","#","p""upt","1","#","#","#"
"poops","5","0.330","7","#","#","#","#","p""ups","1","#","#","#"
"POOR'S","6","#","1","#","#","#","#","p""Urz","1","#","#","#"
"pos","3","0.310","17","#","#","#","#","p""As","1","#","#","#"
"pouched","7","0.040","5","#","#","#","#","p""aUtSt","1","#","#","#"
"pouf","4","#","3","#","#","#","#","p""uf","1","#","#","#"
"poufs","5","#","3","#","#","#","#","p""ufs","1","#","#","#"
"pounced","7","0.180","3","#","#","#","#","p""aUnst","1","#","#","#"
"pouts","5","0.100","10","#","#","#","#","p""aUts","1","#","#","#"
"POW","3","3.310","22","#","#","#","#","p""aU","1","#","#","#"
"POWELL","6","#","2","#","#","#","#","p""aU@l","1","#","#","#"
"pranced","7","0.040","1","#","#","#","#","pr""anst","1","#","#","#"
"prat","4","0.370","6","#","#","#","#","pr""at","1","#","#","#"
"prats","5","0.020","5","#","#","#","#","pr""ats","1","#","#","#"
"PRATT","5","#","2","#","#","#","#","pr""at","1","#","#","#"
"PRATT'S","7","#","0","#","#","#","#","pr""ats","1","#","#","#"
"prawned","7","#","0","#","#","#","#","pr""Ond","1","#","#","#"
"prawns","6","0.270","0","#","#","#","#","pr""Onz","1","#","#","#"
"prays","5","1.000","8","#","#","#","#","pr""ez","1","#","#","#"
"preened","7","#","0","#","#","#","#","pr""ind","1","#","#","#"
"preens","6","0.020","1","#","#","#","#","pr""inz","1","#","#","#"
"preps","5","0.040","4","#","#","#","#","pr""Eps","1","#","#","#"
"preyed","6","0.290","2","#","#","#","#","pr""ed","1","#","#","#"
"preys","5","0.250","4","#","#","#","#","pr""ez","1","#","#","#"
"pried","5","0.330","6","#","#","#","#","pr""aId","1","#","#","#"
"pries","5","0.080","9","#","#","#","#","pr""aIz","1","#","#","#"
"prig","4","0.390","4","#","#","#","#","pr""Ig","1","#","#","#"
"prigs","5","0.040","3","#","#","#","#","pr""Igz","1","#","#","#"
"primmed","7","#","4","#","#","#","#","""prImd","1","#","#","#"
"primped","7","0.040","2","#","#","#","#","pr""Impt","1","#","#","#"
"primps","6","0.020","3","#","#","#","#","pr""Imps","1","#","#","#"
"prims","5","#","9","#","#","#","#","""prImz","1","#","#","#"
"prink","5","#","5","#","#","#","#","""priNk","1","#","#","#"
"prinked","7","#","2","#","#","#","#","""priNkt","1","#","#","#"
"prinks","6","#","5","#","#","#","#","""priNks","1","#","#","#"
"PRIX","4","0.570","4","#","#","#","#","pr""i","1","#","#","#"
"prods","5","0.270","5","#","#","#","#","pr""Adz","1","#","#","#"
"profs","5","0.040","5","#","#","#","#","pr""Afs","1","#","#","#"
"prole","5","0.040","4","#","#","#","#","pr""ol","1","#","#","#"
"proles","6","0.060","3","#","#","#","#","pr""olz","1","#","#","#"
"proms","5","0.290","6","#","#","#","#","pr""Amz","1","#","#","#"
"pronged","7","0.040","1","#","#","#","#","pr""ONd","1","#","#","#"
"prongs","6","0.250","1","#","#","#","#","pr""ONz","1","#","#","#"
"proofed","7","0.160","0","#","#","#","#","pr""uft","1","#","#","#"
"proofs","6","0.920","0","#","#","#","#","pr""ufs","1","#","#","#"
"PROUST","6","#","0","#","#","#","#","pr""ust","1","#","#","#"
"prowls","6","0.100","1","#","#","#","#","pr""aUlz","1","#","#","#"
"prows","5","#","9","#","#","#","#","pr""aUz","1","#","#","#"
"prudes","6","0.160","2","#","#","#","#","pr""udz","1","#","#","#"
"psalms","6","0.350","0","#","#","#","#","s""Amz","1","#","#","#"
"pseud","5","#","0","#","#","#","#","""sjud","1","#","#","#"
"pseuds","6","#","1","#","#","#","#","""sjudz","1","#","#","#"
"pshaw","5","0.100","0","#","#","#","#","""SO","1","#","#","#"
"pubes","5","0.510","4","#","#","#","#","pj""ubz","1","#","#","#"
"pucks","5","0.160","13","#","#","#","#","p""Vks","1","#","#","#"
"pud","3","0.120","14","#","#","#","#","p""Ud","1","#","#","#"
"puds","4","#","12","#","#","#","#","p""Udz","1","#","#","#"
"pug","3","1.020","18","#","#","#","#","p""Vg","1","#","#","#"
"pugged","6","#","9","#","#","#","#","""p@gd","1","#","#","#"
"PUGH","4","0.120","3","#","#","#","#","pj""u","1","#","#","#"
"pugs","4","0.060","18","#","#","#","#","p""Vgz","1","#","#","#"
"puked","5","0.840","4","#","#","#","#","pj""ukt","1","#","#","#"
"pukes","5","0.310","7","#","#","#","#","pj""uks","1","#","#","#"
"pule","4","0.020","11","#","#","#","#","pj""ul","1","#","#","#"
"puled","5","#","6","#","#","#","#","pj""uld","1","#","#","#"
"pules","5","#","11","#","#","#","#","pj""ulz","1","#","#","#"
"pulped","6","#","5","#","#","#","#","p""Vlpt","1","#","#","#"
"pulps","5","0.020","5","#","#","#","#","p""Vlps","1","#","#","#"
"punned","6","#","7","#","#","#","#","""p@nd","1","#","#","#"
"puns","4","0.220","21","#","#","#","#","p""Vnz","1","#","#","#"
"punts","5","0.020","8","#","#","#","#","p""Vnts","1","#","#","#"
"pupped","6","#","7","#","#","#","#","""p@pt","1","#","#","#"
"purl","4","0.120","7","#","#","#","#","p""3`l","1","#","#","#"
"purled","6","0.040","8","#","#","#","#","p""3`ld","1","#","#","#"
"purls","5","#","5","#","#","#","#","p""3`lz","1","#","#","#"
"purred","6","0.060","6","#","#","#","#","p""3`d","1","#","#","#"
"purrs","5","0.240","3","#","#","#","#","p""3`z","1","#","#","#"
"putsch","6","0.120","0","#","#","#","#","p""UtS","1","#","#","#"
"putts","5","0.100","7","#","#","#","#","p""Vts","1","#","#","#"
"PYE","3","0.080","10","#","#","#","#","p""aI","1","#","#","#"
"pyres","5","0.040","7","#","#","#","#","p""aIrz","1","#","#","#"
"pyx","3","#","3","#","#","#","#","""pIks","1","#","#","#"
"qu","2","2.270","7","#","#","#","#","k""u","1","#","#","#"
"qua","3","0.220","3","#","#","#","#","kw""e","1","#","#","#"
"quads","5","0.250","2","#","#","#","#","kw""Adz","1","#","#","#"
"quaff","5","0.080","1","#","#","#","#","kw""Af","1","#","#","#"
"quaffed","7","#","0","#","#","#","#","kw""Aft","1","#","#","#"
"quaffs","6","#","1","#","#","#","#","kw""Afs","1","#","#","#"
"quailed","7","#","0","#","#","#","#","kw""eld","1","#","#","#"
"quails","6","0.080","0","#","#","#","#","kw""elz","1","#","#","#"
"quaked","6","#","2","#","#","#","#","kw""ekt","1","#","#","#"
"quakes","6","0.120","2","#","#","#","#","kw""eks","1","#","#","#"
"QUAM","4","0.020","3","#","#","#","#","kw""Am","1","#","#","#"
"quarks","6","0.160","3","#","#","#","#","kw""Arks","1","#","#","#"
"quay","4","0.080","2","#","#","#","#","k""i","1","#","#","#"
"quays","5","#","1","#","#","#","#","k""iz","1","#","#","#"
"QUE","3","5.240","9","#","#","#","#","kj""u","1","#","#","#"
"quean","5","#","2","#","#","#","#","kw""in","1","#","#","#"
"queans","6","#","2","#","#","#","#","kw""inz","1","#","#","#"
"queened","7","#","1","#","#","#","#","kw""ind","1","#","#","#"
"queered","7","0.120","2","#","#","#","#","kw""Ird","1","#","#","#"
"queers","6","0.920","1","#","#","#","#","kw""Irz","1","#","#","#"
"QUELCH","6","#","1","#","#","#","#","kw""EltS","1","#","#","#"
"quelled","7","0.040","2","#","#","#","#","kw""Eld","1","#","#","#"
"quells","6","0.020","1","#","#","#","#","kw""Elz","1","#","#","#"
"quenched","8","0.100","1","#","#","#","#","kw""EntSt","1","#","#","#"
"quern","5","#","3","#","#","#","#","""kw3`n","1","#","#","#"
"querns","6","#","2","#","#","#","#","kw""@`nz","1","#","#","#"
"quests","6","0.060","1","#","#","#","#","kw""Ests","1","#","#","#"
"queues","6","0.100","1","#","#","#","#","kj""uz","1","#","#","#"
"QUI","3","0.920","6","#","#","#","#","k""i","1","#","#","#"
"quid","4","3.160","6","#","#","#","#","kw""Id","1","#","#","#"
"quids","5","0.060","5","#","#","#","#","kw""Idz","1","#","#","#"
"quiets","6","0.240","2","#","#","#","#","kw""aI@ts","1","#","#","#"
"quiff","5","0.060","1","#","#","#","#","kw""If","1","#","#","#"
"quiffs","6","#","1","#","#","#","#","kw""Ifs","1","#","#","#"
"quills","6","0.330","2","#","#","#","#","kw""Ilz","1","#","#","#"
"quilts","6","0.310","3","#","#","#","#","kw""Ilts","1","#","#","#"
"quin","4","0.200","5","#","#","#","#","kw""In","1","#","#","#"
"quince","6","0.920","1","#","#","#","#","kw""Ins","1","#","#","#"
"quins","5","#","6","#","#","#","#","kw""Inz","1","#","#","#"
"quipped","7","0.020","0","#","#","#","#","kw""Ipt","1","#","#","#"
"quips","5","0.430","4","#","#","#","#","kw""Ips","1","#","#","#"
"quire","5","0.020","3","#","#","#","#","kw""aIr","1","#","#","#"
"quires","6","#","1","#","#","#","#","kw""aIrz","1","#","#","#"
"QUIRT","5","0.880","6","#","#","#","#","""kw3`t","1","#","#","#"
"quizzed","7","0.140","1","#","#","#","#","kw""Izd","1","#","#","#"
"QUO","3","1.880","4","#","#","#","#","kw""o","1","#","#","#"
"quod","4","0.100","3","#","#","#","#","kw""Ad","1","#","#","#"
"quoit","5","0.020","1","#","#","#","#","kw""OIt","1","#","#","#"
"quoits","6","#","1","#","#","#","#","kw""OIts","1","#","#","#"
"RABB","4","#","1","#","#","#","#","r""ab","1","#","#","#"
"RAE","3","#","17","#","#","#","#","r""e","1","#","#","#"
"rah","3","1.180","17","#","#","#","#","""rA","1","#","#","#"
"railed","6","0.080","12","#","#","#","#","r""eld","1","#","#","#"
"RAINE","5","#","7","#","#","#","#","r""en","1","#","#","#"
"RAK","3","#","16","#","#","#","#","r""ak","1","#","#","#"
"rakes","5","0.200","17","#","#","#","#","r""eks","1","#","#","#"
"RALL","4","0.080","12","#","#","#","#","r""Ol","1","#","#","#"
"rams","4","0.820","14","#","#","#","#","r""amz","1","#","#","#"
"rands","5","0.020","12","#","#","#","#","r""andz","1","#","#","#"
"RANKE","5","#","3","#","#","#","#","r""aNk","1","#","#","#"
"rants","5","0.200","9","#","#","#","#","r""ants","1","#","#","#"
"raps","4","0.530","19","#","#","#","#","r""aps","1","#","#","#"
"ratch","5","#","10","#","#","#","#","""ratS","1","#","#","#"
"raved","5","0.120","18","#","#","#","#","r""evd","1","#","#","#"
"raves","5","0.570","21","#","#","#","#","r""evz","1","#","#","#"
"rayed","5","#","9","#","#","#","#","r""ed","1","#","#","#"
"razed","5","0.120","14","#","#","#","#","r""ezd","1","#","#","#"
"re","2","6,099.450","13","#","#","#","#","r""i","1","#","#","#"
"reaps","5","0.080","7","#","#","#","#","r""ips","1","#","#","#"
"rears","5","0.330","18","#","#","#","#","r""Irz","1","#","#","#"
"REB","3","1.590","14","#","#","#","#","""REb","1","#","#","#"
"reeds","5","0.310","14","#","#","#","#","r""idz","1","#","#","#"
"reefed","6","0.020","4","#","#","#","#","r""ift","1","#","#","#"
"reeks","5","1.290","7","#","#","#","#","r""iks","1","#","#","#"
"REES","4","0.120","20","#","#","#","#","r""is","1","#","#","#"
"REESE","5","9.710","3","#","#","#","#","r""is","1","#","#","#"
"reeve","5","0.250","2","#","#","#","#","r""iv","1","#","#","#"
"reeves","6","1.820","2","#","#","#","#","r""ivz","1","#","#","#"
"refs","4","0.040","7","#","#","#","#","r""Efs","1","#","#","#"
"reft","4","0.060","9","#","#","#","#","""rEft","1","#","#","#"
"REID","4","#","8","#","#","#","#","r""id","1","#","#","#"
"REIK","4","#","3","#","#","#","#","""raIk","1","#","#","#"
"REINE","5","#","6","#","#","#","#","r""en","1","#","#","#"
"REISS","5","#","3","#","#","#","#","r""es","1","#","#","#"
"rends","5","0.040","11","#","#","#","#","r""Endz","1","#","#","#"
"ret","3","0.020","21","#","#","#","#","r""Et","1","#","#","#"
"retched","7","0.100","3","#","#","#","#","r""EtSt","1","#","#","#"
"rets","4","#","20","#","#","#","#","r""Ets","1","#","#","#"
"REV'S","5","#","1","#","#","#","#","r""Evz","1","#","#","#"
"revs","4","0.650","6","#","#","#","#","r""Evz","1","#","#","#"
"REY","3","#","15","#","#","#","#","r""e","1","#","#","#"
"REYES","5","#","0","#","#","#","#","r""ez","1","#","#","#"
"rhea","4","0.040","2","#","#","#","#","r""i@","1","#","#","#"
"rheas","5","#","0","#","#","#","#","r""i@z","1","#","#","#"
"RHEIMS","6","#","0","#","#","#","#","r""imz","1","#","#","#"
"rheum","5","0.080","0","#","#","#","#","r""um","1","#","#","#"
"RHODE","5","#","0","#","#","#","#","r""od","1","#","#","#"
"RHODES","6","3.370","0","#","#","#","#","r""odz","1","#","#","#"
"rhomb","5","#","0","#","#","#","#","""rAm","1","#","#","#"
"rhombs","6","#","0","#","#","#","#","""rAmz","1","#","#","#"
"rhymed","6","0.290","1","#","#","#","#","r""aImd","1","#","#","#"
"ricked","6","#","10","#","#","#","#","r""Ikt","1","#","#","#"
"ricks","5","0.200","14","#","#","#","#","r""Iks","1","#","#","#"
"ridged","6","0.040","3","#","#","#","#","r""IdZd","1","#","#","#"
"riffs","5","0.200","5","#","#","#","#","r""Ifs","1","#","#","#"
"rifts","5","0.080","6","#","#","#","#","r""Ifts","1","#","#","#"
"RIGGS","5","#","1","#","#","#","#","r""Igz","1","#","#","#"
"riled","5","1.450","8","#","#","#","#","r""aIld","1","#","#","#"
"riles","5","0.100","16","#","#","#","#","r""aIlz","1","#","#","#"
"rill","4","0.120","14","#","#","#","#","r""Il","1","#","#","#"
"rills","5","0.020","13","#","#","#","#","r""Ilz","1","#","#","#"
"rimes","5","0.080","10","#","#","#","#","r""aImz","1","#","#","#"
"rinds","5","0.490","10","#","#","#","#","r""aIndz","1","#","#","#"
"rinks","5","0.020","14","#","#","#","#","r""INks","1","#","#","#"
"rinsed","6","0.180","2","#","#","#","#","r""Inst","1","#","#","#"
"rips","4","1.350","16","#","#","#","#","r""Ips","1","#","#","#"
"rive","4","0.060","17","#","#","#","#","r""iv","1","#","#","#"
"rived","5","0.020","11","#","#","#","#","r""aIvd","1","#","#","#"
"rives","5","0.020","19","#","#","#","#","r""aIvz","1","#","#","#"
"roams","5","0.430","6","#","#","#","#","r""omz","1","#","#","#"
"roan","4","0.250","9","#","#","#","#","r""on","1","#","#","#"
"roans","5","#","5","#","#","#","#","r""onz","1","#","#","#"
"roc","3","0.290","12","#","#","#","#","r""Ak","1","#","#","#"
"rocs","4","#","8","#","#","#","#","r""Aks","1","#","#","#"
"roes","4","#","16","#","#","#","#","r""oz","1","#","#","#"
"ROI","3","#","9","#","#","#","#","r""OI","1","#","#","#"
"romps","5","#","2","#","#","#","#","r""Amps","1","#","#","#"
"rood","4","0.060","11","#","#","#","#","r""ud","1","#","#","#"
"roods","5","#","10","#","#","#","#","r""udz","1","#","#","#"
"rooked","6","0.200","8","#","#","#","#","r""Ukt","1","#","#","#"
"rooks","5","0.800","11","#","#","#","#","r""Uks","1","#","#","#"
"roomed","6","0.240","10","#","#","#","#","r""umd","1","#","#","#"
"ROOS","4","#","18","#","#","#","#","r""uz","1","#","#","#"
"roosts","6","0.040","2","#","#","#","#","r""usts","1","#","#","#"
"rouged","6","0.040","4","#","#","#","#","r""uZd","1","#","#","#"
"roughs","6","0.080","6","#","#","#","#","r""Vfs","1","#","#","#"
"roup","4","#","6","#","#","#","#","""rup","1","#","#","#"
"routs","5","0.020","7","#","#","#","#","r""aUts","1","#","#","#"
"roux","4","0.080","3","#","#","#","#","r""u","1","#","#","#"
"roves","5","0.020","13","#","#","#","#","r""ovz","1","#","#","#"
"rowan","5","1.690","2","#","#","#","#","r""aU@n","1","#","#","#"
"rowans","6","#","1","#","#","#","#","r""aU@nz","1","#","#","#"
"rowers","6","0.100","12","#","#","#","#","r""o@`z","1","#","#","#"
"royals","6","0.430","1","#","#","#","#","r""OI@lz","1","#","#","#"
"ROYCE","5","#","2","#","#","#","#","r""OIs","1","#","#","#"
"RUBE","4","4.200","9","#","#","#","#","""rub","1","#","#","#"
"rubs","4","1.310","17","#","#","#","#","r""Vbz","1","#","#","#"
"ruck","4","0.220","13","#","#","#","#","r""Vk","1","#","#","#"
"rucked","6","0.020","10","#","#","#","#","r""Vkt","1","#","#","#"
"rucks","5","0.020","12","#","#","#","#","r""@ks","1","#","#","#"
"rued","4","#","3","#","#","#","#","r""ud","1","#","#","#"
"rues","4","0.020","12","#","#","#","#","r""uz","1","#","#","#"
"ruff","4","0.530","9","#","#","#","#","r""Vf","1","#","#","#"
"ruffed","6","#","6","#","#","#","#","r""Vft","1","#","#","#"
"ruffs","5","0.020","9","#","#","#","#","r""Vfs","1","#","#","#"
"RUH","3","#","11","#","#","#","#","r""@","1","#","#","#"
"rumps","5","0.100","10","#","#","#","#","r""Vmps","1","#","#","#"
"rungs","5","0.120","5","#","#","#","#","r""VNz","1","#","#","#"
"runts","5","0.200","9","#","#","#","#","r""Vnts","1","#","#","#"
"RUSK'S","6","#","0","#","#","#","#","r""@sks","1","#","#","#"
"rusks","5","#","7","#","#","#","#","r""Vsks","1","#","#","#"
"RUSSE","5","0.200","0","#","#","#","#","r""@s","1","#","#","#"
"rusts","5","0.080","11","#","#","#","#","r""Vsts","1","#","#","#"
"sacked","6","1.240","11","#","#","#","#","s""akt","1","#","#","#"
"sacs","4","0.240","11","#","#","#","#","s""aks","1","#","#","#"
"Sade","4","1.040","17","#","#","#","#","s""Ad","1","#","#","#"
"safes","5","0.430","7","#","#","#","#","s""efs","1","#","#","#"
"saith","5","0.290","2","#","#","#","#","s""ET","1","#","#","#"
"SALK","4","#","11","#","#","#","#","""sOlk","1","#","#","#"
"SALLE","5","0.570","6","#","#","#","#","s""el","1","#","#","#"
"salved","6","#","6","#","#","#","#","s""alvd","1","#","#","#"
"SAN","3","49.860","27","#","#","#","#","s""an","1","#","#","#"
"SANT","4","0.220","14","#","#","#","#","""S@nt","1","#","#","#"
"sarge","5","13.390","5","#","#","#","#","s""ArdZ","1","#","#","#"
"sassed","6","0.020","4","#","#","#","#","s""ast","1","#","#","#"
"sates","5","0.040","16","#","#","#","#","s""ets","1","#","#","#"
"SAUD","4","#","8","#","#","#","#","s""Od","1","#","#","#"
"sawed","5","0.550","10","#","#","#","#","s""Od","1","#","#","#"
"sawn","4","0.120","8","#","#","#","#","s""On","1","#","#","#"
"SAYERS","6","0.780","3","#","#","#","#","s""e@`z","1","#","#","#"
"scabs","5","0.310","7","#","#","#","#","sk""abz","1","#","#","#"
"scads","5","0.240","5","#","#","#","#","sk""adz","1","#","#","#"
"scalds","6","0.020","3","#","#","#","#","sk""Oldz","1","#","#","#"
"scalped","7","0.760","3","#","#","#","#","sk""alpt","1","#","#","#"
"scalps","6","0.610","4","#","#","#","#","sk""alps","1","#","#","#"
"scamped","7","0.020","4","#","#","#","#","sk""ampt","1","#","#","#"
"scamps","6","0.140","5","#","#","#","#","sk""amps","1","#","#","#"
"scants","6","#","3","#","#","#","#","""skants","1","#","#","#"
"scares","6","8.530","9","#","#","#","#","sk""Erz","1","#","#","#"
"scarfs","6","0.060","2","#","#","#","#","sk""Arfs","1","#","#","#"
"scarp","5","#","7","#","#","#","#","sk""Arp","1","#","#","#"
"scarps","6","0.020","5","#","#","#","#","sk""Arps","1","#","#","#"
"scarves","7","0.610","1","#","#","#","#","sk""Arvz","1","#","#","#"
"scats","5","0.040","10","#","#","#","#","sk""ats","1","#","#","#"
"scents","6","0.310","2","#","#","#","#","s""Ents","1","#","#","#"
"SCHAACK","7","#","0","#","#","#","#","S""Ak","1","#","#","#"
"schemed","7","0.220","2","#","#","#","#","sk""imd","1","#","#","#"
"SCHENK","6","#","0","#","#","#","#","S""ENk","1","#","#","#"
"SCHIELE","7","#","0","#","#","#","#","S""il","1","#","#","#"
"schist","6","0.390","1","#","#","#","#","S""Ist","1","#","#","#"
"SCHLEY","6","#","1","#","#","#","#","Sl""e","1","#","#","#"
"schmaltz","8","0.270","0","#","#","#","#","Sm""Olts","1","#","#","#"
"SCHMIDT","7","#","1","#","#","#","#","Sm""It","1","#","#","#"
"SCHMITT","7","#","1","#","#","#","#","Sm""It","1","#","#","#"
"SCHNOOKS","8","0.040","0","#","#","#","#","Sn""Uks","1","#","#","#"
"SCHOTT","6","#","0","#","#","#","#","S""At","1","#","#","#"
"SCHRAMM","7","#","0","#","#","#","#","Sr""am","1","#","#","#"
"SCHULZ","6","#","0","#","#","#","#","S""Ults","1","#","#","#"
"schwa","5","0.020","0","#","#","#","#","Sw""A","1","#","#","#"
"SCHWAB","6","#","1","#","#","#","#","Sw""Ab","1","#","#","#"
"schwas","6","#","1","#","#","#","#","Sw""Az","1","#","#","#"
"scoffs","6","1.530","1","#","#","#","#","sk""Ofs","1","#","#","#"
"scolds","6","0.040","2","#","#","#","#","sk""oldz","1","#","#","#"
"sconce","6","0.160","0","#","#","#","#","sk""Ans","1","#","#","#"
"scones","6","0.780","4","#","#","#","#","sk""onz","1","#","#","#"
"scoops","6","1.020","5","#","#","#","#","sk""ups","1","#","#","#"
"scoots","6","0.060","4","#","#","#","#","sk""uts","1","#","#","#"
"scorns","6","0.240","2","#","#","#","#","sk""Ornz","1","#","#","#"
"scotched","8","#","2","#","#","#","#","sk""AtSt","1","#","#","#"
"scourged","8","0.100","1","#","#","#","#","sk""3`dZd","1","#","#","#"
"scow","4","0.330","6","#","#","#","#","""skaU","1","#","#","#"
"scowls","6","#","0","#","#","#","#","sk""aUlz","1","#","#","#"
"scows","5","0.020","7","#","#","#","#","""skaUz","1","#","#","#"
"scragged","8","#","0","#","#","#","#","""skragd","1","#","#","#"
"scrags","6","0.020","2","#","#","#","#","skr""agz","1","#","#","#"
"scrammed","8","0.020","0","#","#","#","#","""skramd","1","#","#","#"
"scrams","6","0.020","3","#","#","#","#","skr""amz","1","#","#","#"
